Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount,InterestRate
38,46324,7,Auto,Retired,Bachelors,Single,Female,1,6381,22252,17691,AutoLoan,463848,
34,51829,6,Personal,Salaried,Bachelors,Married,Female,0,4140,32988,14701,PersonalLoan,304136,
55,61252,4,Personal,Salaried,Bachelors,Divorced,Male,0,9557,24715,26980,PersonalLoan,384672,
50,54885,3,Personal,Salaried,Bachelors,Widowed,Female,1,5961,24272,24652,PersonalLoan,289209,
38,68342,6,Personal,Salaried,HighSchool,Single,Female,0,9332,19751,39259,PersonalLoan,883013,
27,78685,5,Personal,Salaried,Diploma,Widowed,Male,0,10139,46173,22373,PersonalLoan,530972,
23,62949,3,Personal,Self-Employed,Masters,Single,Female,0,7933,42315,12701,PersonalLoan,109520,
46,82366,2,Personal,Salaried,Masters,Married,Male,0,7647,50892,23827,PersonalLoan,243041,
37,62744,3,Personal,Self-Employed,Masters,Single,Male,2,9077,31797,21870,PersonalLoan,375755,
39,76693,3,DebtConsolidation,Salaried,HighSchool,Married,Male,0,6151,39638,30904,DebtConsolidationLoan,288536,
21,42864,6,Education,Salaried,Bachelors,Single,Male,0,4887,17503,20474,EducationLoan,546301,
44,72117,11,Business,Salaried,Bachelors,Single,Female,0,3492,41645,26980,BusinessLoan,822624,
39,19333,5,Personal,Self-Employed,HighSchool,Single,Female,0,1343,9455,8535,PersonalLoan,157717,
23,51953,3,Education,Self-Employed,HighSchool,Divorced,Female,1,9179,28259,14515,EducationLoan,165194,
30,97557,1,Medical,Salaried,Bachelors,Married,Male,0,10237,66347,20973,MedicalLoan,99042,
37,90137,5,DebtConsolidation,Salaried,Bachelors,Married,Male,1,13355,61297,15485,DebtConsolidationLoan,379792,
35,99325,3,Medical,Salaried,Bachelors,Married,Male,2,9054,54950,35321,MedicalLoan,537115,
32,3000,2,DebtConsolidation,Unemployed,Diploma,Single,Male,1,278,1382,1340,DebtConsolidationLoan,11515,
33,58798,6,Personal,Salaried,Bachelors,Single,Female,0,5489,25952,27357,PersonalLoan,619126,
32,3000,6,DebtConsolidation,Student,HighSchool,Single,Female,2,415,1500,1085,DebtConsolidationLoan,34379,
36,73943,2,DebtConsolidation,Salaried,HighSchool,Married,Female,0,2291,39091,32561,DebtConsolidationLoan,331170,
49,62063,1,Medical,Salaried,Bachelors,Divorced,Female,2,10575,31963,19525,MedicalLoan,75837,
21,85041,1,Travel,Self-Employed,Diploma,Single,Male,1,13020,44547,27474,TravelLoan,168509,
32,92502,11,Business,Salaried,Masters,Married,Male,1,9119,37129,46254,BusinessLoan,825843,
36,96817,6,Personal,Salaried,Bachelors,Married,Male,0,10827,40107,45883,PersonalLoan,847698,
37,29124,3,Personal,Retired,HighSchool,Married,Female,1,5567,17344,6213,PersonalLoan,74210,
31,39717,5,Personal,Salaried,HighSchool,Single,Male,2,7984,21721,10012,PersonalLoan,222237,
21,33478,7,Business,Salaried,Bachelors,Divorced,Male,0,2356,17699,13423,BusinessLoan,321717,
38,92551,3,Education,Salaried,HighSchool,Married,Female,5,17201,39696,35654,EducationLoan,521331,
52,65360,9,Business,Salaried,HighSchool,Married,Male,1,7791,43136,14433,BusinessLoan,478124,
21,28197,3,Personal,Student,Bachelors,Married,Female,1,5749,22299,149,PersonalLoan,1939,
43,58458,9,Education,Salaried,Diploma,Single,Male,0,7805,20059,30594,EducationLoan,791181,
31,44513,4,Auto,Retired,Bachelors,Married,Male,0,3550,22145,18818,AutoLoan,305213,
34,95065,5,Auto,Self-Employed,Bachelors,Married,Male,0,13546,54431,27088,AutoLoan,455965,
24,21730,6,Business,Retired,HighSchool,Married,Female,0,2754,12113,6863,BusinessLoan,153872,
31,11029,5,Education,Unemployed,Bachelors,Married,Female,0,44,7393,3592,EducationLoan,62924,
48,34654,11,Home,Retired,Bachelors,Married,Male,0,4244,21775,8635,HomeLoan,250653,
40,45621,5,Education,Self-Employed,Bachelors,Single,Female,0,3866,18287,23468,EducationLoan,486928,
52,52357,4,Education,Salaried,HighSchool,Single,Female,1,3944,19426,28987,EducationLoan,416362,
46,28675,4,Auto,Salaried,Bachelors,Married,Female,1,3259,11964,13452,AutoLoan,166823,
39,100380,7,Education,Self-Employed,Diploma,Married,Female,1,12705,68956,18719,EducationLoan,636627,
52,74772,12,Business,Salaried,Bachelors,Married,Female,3,10336,47313,17123,BusinessLoan,612208,
39,10107,2,Medical,Student,Diploma,Single,Male,0,760,4255,5092,MedicalLoan,27842,
43,84989,6,Wedding,Salaried,PhD,Married,Male,2,10774,51918,22297,WeddingLoan,511658,
32,3000,16,Home,Unemployed,Diploma,Married,Male,0,335,1768,897,HomeLoan,29931,
35,81649,3,Education,Salaried,Masters,Married,Male,4,15345,30491,35813,EducationLoan,429894,
28,48318,15,Home,Retired,Masters,Single,Female,0,580,16326,31412,HomeLoan,983585,
44,71206,2,Personal,Salaried,Bachelors,Single,Female,1,6558,32725,31923,PersonalLoan,280379,
23,3000,12,Home,Salaried,Diploma,Married,Male,1,216,1734,1050,HomeLoan,43064,
42,3000,6,Auto,Unemployed,Diploma,Married,Female,1,175,1706,1119,AutoLoan,29423,
33,34331,4,Personal,Unemployed,PhD,Single,Female,2,6427,22307,5597,PersonalLoan,133416,
46,20660,5,Education,Student,Bachelors,Married,Male,1,2937,10771,6952,EducationLoan,140158,
42,27962,5,Personal,Retired,Bachelors,Single,Female,2,2833,11289,13840,PersonalLoan,382923,
53,65396,7,Business,Salaried,HighSchool,Single,Male,0,1911,29775,33710,BusinessLoan,887074,
42,21396,4,Travel,Unemployed,Masters,Single,Male,1,2266,5998,13132,TravelLoan,259827,
21,59372,3,Personal,Salaried,HighSchool,Single,Male,0,1607,29422,28343,PersonalLoan,416022,
34,62065,4,Education,Salaried,HighSchool,Married,Female,1,6226,29637,26202,EducationLoan,611595,
23,56926,5,Personal,Salaried,Diploma,Single,Male,0,4715,28606,23605,PersonalLoan,607810,
29,71576,13,Home,Salaried,Bachelors,Married,Male,1,8745,41655,21176,HomeLoan,678446,
50,61544,30,Home,Self-Employed,Masters,Married,Female,0,5761,36056,19727,HomeLoan,777605,
41,17131,5,Personal,Student,Bachelors,Single,Female,1,1349,9296,6486,PersonalLoan,131915,
28,59053,4,Auto,Salaried,HighSchool,Single,Male,0,4891,30911,23251,AutoLoan,370976,
24,36716,16,Home,Retired,Diploma,Single,Male,2,7021,25089,4606,HomeLoan,160389,
35,76085,14,Business,Salaried,Bachelors,Married,Female,1,1987,48651,25447,BusinessLoan,985863,
22,80105,3,Travel,Salaried,Bachelors,Divorced,Female,1,9855,35687,34563,TravelLoan,402286,
28,20199,5,Auto,Self-Employed,HighSchool,Married,Male,0,664,10236,9299,AutoLoan,162119,
38,66255,5,Personal,Salaried,Diploma,Married,Male,0,9021,42051,15183,PersonalLoan,278037,
46,107594,3,Wedding,Salaried,Bachelors,Married,Male,2,18579,80281,8734,WeddingLoan,110381,
41,51554,5,Auto,Self-Employed,PhD,Married,Female,0,5743,33800,12011,AutoLoan,177789,
21,56072,9,Business,Salaried,Bachelors,Married,Female,1,4254,27967,23851,BusinessLoan,749650,
38,48101,4,Auto,Salaried,HighSchool,Married,Female,3,8685,29595,9821,AutoLoan,270342,
35,22454,3,DebtConsolidation,Student,Bachelors,Single,Male,1,2807,10603,9044,DebtConsolidationLoan,159349,
39,94459,19,Home,Salaried,Diploma,Single,Female,1,1431,55250,37778,HomeLoan,1211542,
51,31525,8,Education,Student,Masters,Married,Male,1,3652,18289,9584,EducationLoan,261887,
21,19884,4,Wedding,Student,Diploma,Married,Female,1,2675,12455,4754,WeddingLoan,81568,
29,52506,5,Business,Salaried,HighSchool,Single,Male,0,1231,17425,33850,BusinessLoan,719591,
40,89233,3,Auto,Salaried,Bachelors,Divorced,Male,1,11964,51684,25585,AutoLoan,328208,
21,63303,1,Medical,Salaried,Diploma,Single,Male,0,5317,18417,39569,MedicalLoan,207242,
49,23692,2,DebtConsolidation,Self-Employed,Diploma,Married,Male,0,3204,13717,6771,DebtConsolidationLoan,57638,
38,66044,5,Personal,Salaried,Bachelors,Divorced,Male,2,8155,31366,26523,PersonalLoan,502440,
43,20296,6,Auto,Retired,Bachelors,Single,Female,2,2986,7896,9414,AutoLoan,285065,
29,100323,4,Auto,Salaried,Masters,Divorced,Female,0,9395,56006,34922,AutoLoan,639921,
43,58944,2,DebtConsolidation,Self-Employed,Diploma,Married,Female,1,0,33579,25365,DebtConsolidationLoan,160593,
45,65968,4,Auto,Salaried,HighSchool,Married,Female,0,4342,21813,39813,AutoLoan,570142,
37,39920,4,Education,Salaried,Bachelors,Divorced,Male,1,4529,18372,17019,EducationLoan,299145,
37,74070,5,Auto,Salaried,Bachelors,Married,Female,0,0,39344,34726,AutoLoan,712446,
37,39163,19,Home,Self-Employed,HighSchool,Married,Male,2,6539,28422,4202,HomeLoan,124102,
26,40553,2,Personal,Retired,Masters,Married,Male,0,3384,19293,17876,PersonalLoan,195121,
33,75698,3,Personal,Salaried,PhD,Single,Male,2,10841,50846,14011,PersonalLoan,156430,
33,81022,12,Home,Salaried,HighSchool,Single,Male,0,8819,45832,26371,HomeLoan,740411,
38,105672,3,Auto,Salaried,Bachelors,Single,Female,2,13058,44614,48000,AutoLoan,593137,
44,108079,29,Home,Salaried,Bachelors,Single,Male,0,8834,47351,51894,HomeLoan,2671393,
24,25232,28,Home,Retired,Diploma,Married,Male,1,3649,13529,8054,HomeLoan,403057,
33,40296,7,Auto,Retired,Bachelors,Divorced,Female,0,3313,21435,15548,AutoLoan,504064,
49,27174,1,Medical,Retired,HighSchool,Widowed,Male,0,170,10903,16101,MedicalLoan,91567,
27,62747,24,Home,Salaried,HighSchool,Single,Female,2,8914,29382,24451,HomeLoan,1015473,
26,86365,9,Education,Salaried,PhD,Married,Male,0,7130,38116,41119,EducationLoan,803222,
37,26037,3,Personal,Student,Bachelors,Married,Female,0,3021,17478,5538,PersonalLoan,73946,
43,67035,4,Medical,Salaried,Diploma,Single,Female,2,8465,29961,28609,MedicalLoan,501346,
35,44799,14,Business,Self-Employed,Bachelors,Married,Male,1,3175,23439,18185,BusinessLoan,806767,
48,61804,2,Wedding,Salaried,Masters,Single,Female,0,2535,28172,31097,WeddingLoan,282166,
43,117510,9,Education,Salaried,Bachelors,Divorced,Male,0,16182,48263,53065,EducationLoan,1766626,
43,19681,11,Home,Unemployed,Masters,Single,Male,2,2983,10063,6635,HomeLoan,208461,
40,104487,13,Home,Salaried,Masters,Married,Female,0,14175,49578,40734,HomeLoan,1309422,
58,40483,12,Home,Retired,Diploma,Married,Female,1,6941,27941,5601,HomeLoan,160220,
32,76689,6,Wedding,Salaried,Bachelors,Married,Male,0,3854,47342,25493,WeddingLoan,510312,
21,90534,6,Personal,Salaried,Bachelors,Single,Male,2,9705,39395,41434,PersonalLoan,853211,
51,60763,2,Medical,Salaried,Bachelors,Single,Male,0,4551,29699,26513,MedicalLoan,236355,
30,38439,6,Wedding,Salaried,Diploma,Widowed,Female,1,5173,21866,11400,WeddingLoan,218347,
36,11335,1,Travel,Salaried,HighSchool,Single,Female,1,611,3575,7149,TravelLoan,35073,
48,57260,4,Personal,Salaried,HighSchool,Single,Male,1,7341,34971,14948,PersonalLoan,204331,
21,39408,6,DebtConsolidation,Self-Employed,Bachelors,Widowed,Other,3,7337,9866,22205,DebtConsolidationLoan,487316,
22,36371,6,Personal,Retired,Bachelors,Married,Male,1,2364,25785,8222,PersonalLoan,226371,
21,66430,14,Home,Salaried,Bachelors,Married,Female,0,2417,38774,25239,HomeLoan,905992,
27,80982,5,Personal,Salaried,Bachelors,Single,Female,0,7918,46893,26171,PersonalLoan,574622,
39,55861,5,DebtConsolidation,Salaried,HighSchool,Married,Female,0,9101,39887,6873,DebtConsolidationLoan,138227,
40,5541,3,Medical,Student,HighSchool,Married,Male,0,378,2811,2352,MedicalLoan,31956,
37,33447,5,Personal,Self-Employed,Bachelors,Single,Male,1,4120,14782,14545,PersonalLoan,244537,
21,80070,4,Travel,Salaried,Bachelors,Single,Male,0,4468,36149,39453,TravelLoan,600000,
21,86814,1,Personal,Salaried,Bachelors,Single,Female,1,10371,31829,44614,PersonalLoan,159040,
35,26396,9,Business,Salaried,HighSchool,Married,Other,2,3035,14170,9191,BusinessLoan,159983,
30,87976,4,Education,Salaried,Bachelors,Single,Male,0,6127,34165,47684,EducationLoan,915496,
39,72468,5,Auto,Salaried,Masters,Married,Male,0,12897,32711,26860,AutoLoan,517641,
42,13420,5,Education,Retired,HighSchool,Single,Male,1,1534,5141,6745,EducationLoan,96765,
36,65951,5,DebtConsolidation,Salaried,HighSchool,Single,Female,2,5107,34644,26200,DebtConsolidationLoan,433257,
42,91044,5,Wedding,Salaried,Bachelors,Divorced,Female,1,12356,54452,24236,WeddingLoan,422673,
37,91182,6,Auto,Salaried,Bachelors,Divorced,Male,2,16884,43975,30323,AutoLoan,649305,
40,48353,6,Auto,Self-Employed,Masters,Married,Female,1,6625,27863,13865,AutoLoan,409600,
27,83180,17,Home,Salaried,Masters,Divorced,Male,2,11057,41555,30568,HomeLoan,1122431,
33,74169,3,Medical,Salaried,Bachelors,Single,Female,3,9887,18829,45453,MedicalLoan,751826,
36,73438,3,Personal,Salaried,HighSchool,Married,Male,0,3252,36596,33590,PersonalLoan,365825,
43,85985,4,Personal,Self-Employed,Bachelors,Single,Male,0,6226,49519,30240,PersonalLoan,387924,
31,50575,14,Home,Salaried,Masters,Married,Female,0,3304,36400,10871,HomeLoan,355138,
40,34150,15,Home,Retired,Bachelors,Married,Female,1,2994,17559,13597,HomeLoan,450622,
32,61567,2,DebtConsolidation,Salaried,Masters,Married,Male,3,13459,41983,6125,DebtConsolidationLoan,45892,
33,65014,1,Personal,Salaried,Bachelors,Single,Female,3,13448,23401,28165,PersonalLoan,148086,
43,17406,4,Auto,Retired,HighSchool,Single,Male,1,2797,6933,7676,AutoLoan,89294,
21,11903,3,Auto,Unemployed,Bachelors,Widowed,Male,0,577,5810,5516,AutoLoan,69303,
22,43938,5,Auto,Salaried,Bachelors,Married,Female,0,1897,23844,18197,AutoLoan,491637,
21,3000,25,Home,Unemployed,HighSchool,Single,Female,1,339,1232,1429,HomeLoan,76476,
21,55158,13,Home,Salaried,Diploma,Single,Male,0,5328,27175,22655,HomeLoan,862590,
28,64070,7,Business,Salaried,Bachelors,Single,Female,1,7231,33806,23033,BusinessLoan,554539,
42,3000,3,Auto,Unemployed,HighSchool,Single,Female,0,282,914,1804,AutoLoan,27047,
32,5934,8,Education,Student,Diploma,Single,Male,4,1563,2627,1744,EducationLoan,54152,
36,72342,1,Personal,Salaried,Bachelors,Married,Male,0,5155,50386,16801,PersonalLoan,77906,
45,105683,9,Education,Self-Employed,Bachelors,Married,Male,2,18208,53764,33711,EducationLoan,786216,
48,69461,6,Personal,Salaried,Bachelors,Married,Female,0,6996,37878,24587,PersonalLoan,596218,
34,101986,2,Travel,Salaried,Masters,Single,Female,2,14667,34157,53162,TravelLoan,600000,
48,50798,6,Auto,Retired,Masters,Single,Male,3,10182,33020,7596,AutoLoan,218493,
35,82060,1,Medical,Salaried,Bachelors,Single,Male,0,4044,47539,30477,MedicalLoan,104702,
26,92225,3,Auto,Self-Employed,HighSchool,Married,Male,0,3803,49849,38573,AutoLoan,608161,
29,77775,6,Auto,Self-Employed,Bachelors,Married,Female,0,7569,53511,16695,AutoLoan,314318,
21,38286,23,Home,Self-Employed,Diploma,Single,Female,0,554,16363,21369,HomeLoan,983654,
26,79175,8,Business,Salaried,Masters,Married,Male,0,7954,43898,27323,BusinessLoan,585567,
31,24928,3,Personal,Retired,Bachelors,Married,Female,0,869,12315,11744,PersonalLoan,112322,
43,33904,3,Medical,Self-Employed,Diploma,Married,Male,1,5788,12398,15718,MedicalLoan,235543,
52,79501,5,Auto,Self-Employed,Bachelors,Married,Female,0,5100,40703,33698,AutoLoan,611936,
21,63928,2,Personal,Salaried,Bachelors,Widowed,Female,1,10748,31165,22015,PersonalLoan,183654,
38,79649,27,Home,Salaried,Masters,Single,Female,0,5700,41629,32320,HomeLoan,1678224,
24,54998,6,Auto,Salaried,HighSchool,Married,Male,2,7142,34951,12905,AutoLoan,423214,
39,130975,3,Personal,Salaried,Masters,Married,Female,0,15015,76978,38982,PersonalLoan,431367,
33,26448,20,Home,Salaried,HighSchool,Married,Female,1,3219,13247,9982,HomeLoan,453977,
21,54434,5,Education,Self-Employed,Bachelors,Single,Female,0,4209,19825,30400,EducationLoan,477586,
44,43845,3,Personal,Retired,Masters,Married,Female,2,5430,33283,5132,PersonalLoan,51284,
28,42072,12,Business,Salaried,Diploma,Single,Female,0,2702,21579,17791,BusinessLoan,893504,
29,34139,6,Business,Salaried,HighSchool,Married,Male,2,7999,24317,1823,BusinessLoan,46934,
24,80893,3,Auto,Self-Employed,Masters,Married,Male,1,3477,60483,16933,AutoLoan,196916,
28,85983,13,Home,Salaried,Masters,Single,Female,0,2743,35619,47621,HomeLoan,1561456,
39,41827,9,Education,Retired,Diploma,Widowed,Male,1,6570,23508,11749,EducationLoan,479160,
33,75192,7,Auto,Salaried,Bachelors,Married,Female,1,11585,36076,27531,AutoLoan,647837,
38,69138,9,Education,Salaried,Masters,Married,Female,0,2980,45170,20988,EducationLoan,689934,
38,73522,5,Education,Salaried,HighSchool,Widowed,Female,0,728,41377,31417,EducationLoan,551896,
48,37397,3,Personal,Retired,Bachelors,Married,Female,1,6017,14532,16848,PersonalLoan,222698,
31,77992,2,Personal,Salaried,Bachelors,Single,Female,0,2974,40577,34441,PersonalLoan,279374,
21,93854,26,Home,Self-Employed,HighSchool,Married,Female,0,5665,48273,39916,HomeLoan,1499260,
45,99362,8,Education,Salaried,Masters,Married,Female,0,8331,51267,39764,EducationLoan,1176054,
31,84667,7,Auto,Salaried,Diploma,Married,Male,0,3141,42675,38851,AutoLoan,1091455,
46,35070,4,Auto,Retired,Masters,Divorced,Male,1,5154,20719,9197,AutoLoan,154752,
38,27979,4,Medical,Salaried,Bachelors,Married,Male,0,2262,13476,12241,MedicalLoan,218050,
33,84311,7,Auto,Salaried,Bachelors,Single,Female,0,3770,27156,53385,AutoLoan,1090200,
38,44799,3,Auto,Salaried,Bachelors,Married,Male,0,2161,21918,20720,AutoLoan,270403,
54,10775,2,Travel,Unemployed,Bachelors,Married,Female,0,1421,5587,3767,TravelLoan,41523,
55,85584,4,Education,Salaried,Masters,Single,Male,2,11027,40312,34245,EducationLoan,558968,
35,69142,7,Auto,Salaried,Bachelors,Single,Male,0,7231,39382,22529,AutoLoan,590637,
36,32202,2,Medical,Retired,Bachelors,Single,Other,2,4495,15501,12206,MedicalLoan,104375,
45,66020,5,Business,Self-Employed,Bachelors,Married,Male,1,2629,41486,21905,BusinessLoan,513966,
26,3000,4,DebtConsolidation,Unemployed,Diploma,Single,Female,1,420,1572,1008,DebtConsolidationLoan,15038,
38,3000,2,DebtConsolidation,Student,HighSchool,Single,Male,2,549,1595,856,DebtConsolidationLoan,9987,
34,117546,8,Business,Self-Employed,Bachelors,Single,Male,1,21593,65043,30910,BusinessLoan,985118,
38,69996,5,Auto,Salaried,Bachelors,Married,Male,1,2378,57432,10186,AutoLoan,214903,
26,46504,1,Personal,Salaried,Bachelors,Single,Female,0,0,26046,20458,PersonalLoan,109373,
21,32421,29,Home,Self-Employed,Bachelors,Single,Male,1,4395,16491,11535,HomeLoan,420826,
21,71778,3,Personal,Self-Employed,Bachelors,Married,Female,1,6175,39728,25875,PersonalLoan,251998,
23,13264,5,DebtConsolidation,Retired,Bachelors,Single,Female,0,302,6380,6582,DebtConsolidationLoan,125281,
30,68441,15,Home,Self-Employed,Bachelors,Single,Male,0,5770,40749,21922,HomeLoan,479721,
32,116208,5,DebtConsolidation,Salaried,PhD,Married,Male,1,10694,52081,53433,DebtConsolidationLoan,1240101,
54,29786,3,Personal,Salaried,HighSchool,Single,Male,0,862,18046,10878,PersonalLoan,163670,
46,35997,5,Auto,Self-Employed,Bachelors,Single,Female,3,6000,14663,15334,AutoLoan,256732,
25,70606,2,Travel,Salaried,HighSchool,Single,Female,1,9367,28017,33222,TravelLoan,267463,
38,28495,2,Personal,Student,Masters,Single,Male,0,2479,15164,10852,PersonalLoan,85747,
30,80639,3,Personal,Self-Employed,Bachelors,Married,Female,1,9459,44136,27044,PersonalLoan,440203,
32,41961,2,Personal,Salaried,Bachelors,Widowed,Male,0,4101,24165,13695,PersonalLoan,141959,
36,108870,5,Auto,Self-Employed,Masters,Single,Female,2,7876,36448,64546,AutoLoan,1467520,
41,115667,22,Home,Self-Employed,Bachelors,Married,Male,0,9016,79532,27119,HomeLoan,959708,
31,25010,8,Business,Retired,Diploma,Divorced,Male,2,3741,12995,8274,BusinessLoan,281955,
45,70242,2,DebtConsolidation,Salaried,Bachelors,Married,Male,0,4557,40012,25673,DebtConsolidationLoan,215175,
23,55876,7,Business,Self-Employed,HighSchool,Married,Female,2,5969,33384,16523,BusinessLoan,477806,
35,116687,2,Travel,Salaried,Masters,Married,Female,1,9353,62776,44558,TravelLoan,247931,
60,117825,2,Travel,Salaried,Bachelors,Married,Male,1,11578,68828,37419,TravelLoan,363841,
37,38225,25,Home,Salaried,Bachelors,Divorced,Male,0,4456,19467,14302,HomeLoan,502521,
49,62075,2,Medical,Retired,Masters,Single,Female,1,10620,24887,26568,MedicalLoan,245086,
35,23733,3,Medical,Retired,Bachelors,Married,Male,0,3155,8857,11721,MedicalLoan,165482,
40,56509,3,Education,Salaried,Bachelors,Married,Female,0,993,38793,16723,EducationLoan,220987,
34,3000,4,Personal,Self-Employed,HighSchool,Married,Male,0,127,1451,1422,PersonalLoan,18982,
33,50146,3,Medical,Salaried,Diploma,Married,Male,2,8339,35681,6126,MedicalLoan,66911,
